7.515000	1.000000	1.000000	8.000000	1.000000
8.170000	1.000000	1.000000	9.000000	1.000000
8.995000	1.000000	1.000000	10.000000	1.000000
8.805000	1.000000	1.000000	10.000000	2.000000
7.690000	1.000000	1.000000	10.000000	3.000000
7.505000	1.000000	1.000000	10.000000	8.000000
7.630000	1.000000	1.000000	10.000000	9.000000
7.770000	1.000000	1.000000	10.000000	10.000000
10.000000	1.000000	2.000000	4.000000	1.000000
7.985000	1.000000	2.000000	4.000000	2.000000
10.000000	1.000000	2.000000	5.000000	1.000000
10.000000	1.000000	2.000000	5.000000	2.000000
9.680000	1.000000	2.000000	5.000000	3.000000
8.360000	1.000000	2.000000	5.000000	4.000000
7.830000	1.000000	2.000000	5.000000	5.000000
7.510000	1.000000	2.000000	5.000000	7.000000
7.505000	1.000000	2.000000	5.000000	8.000000
10.000000	1.000000	2.000000	6.000000	1.000000
10.000000	1.000000	2.000000	6.000000	2.000000
10.000000	1.000000	2.000000	6.000000	3.000000
10.000000	1.000000	2.000000	6.000000	4.000000
9.495000	1.000000	2.000000	6.000000	5.000000
9.190000	1.000000	2.000000	6.000000	6.000000
8.315000	1.000000	2.000000	6.000000	7.000000
8.205000	1.000000	2.000000	6.000000	8.000000
8.350000	1.000000	2.000000	6.000000	9.000000
8.155000	1.000000	2.000000	6.000000	10.000000
10.000000	1.000000	2.000000	7.000000	1.000000
10.000000	1.000000	2.000000	7.000000	2.000000
10.000000	1.000000	2.000000	7.000000	3.000000
10.000000	1.000000	2.000000	7.000000	4.000000
10.000000	1.000000	2.000000	7.000000	5.000000
10.000000	1.000000	2.000000	7.000000	6.000000
10.000000	1.000000	2.000000	7.000000	7.000000
9.550000	1.000000	2.000000	7.000000	8.000000
9.000000	1.000000	2.000000	7.000000	9.000000
8.995000	1.000000	2.000000	7.000000	10.000000
10.000000	1.000000	2.000000	8.000000	1.000000
10.000000	1.000000	2.000000	8.000000	2.000000
10.000000	1.000000	2.000000	8.000000	3.000000
10.000000	1.000000	2.000000	8.000000	4.000000
10.000000	1.000000	2.000000	8.000000	5.000000
10.000000	1.000000	2.000000	8.000000	6.000000
10.000000	1.000000	2.000000	8.000000	7.000000
10.000000	1.000000	2.000000	8.000000	8.000000
10.000000	1.000000	2.000000	8.000000	9.000000
10.000000	1.000000	2.000000	8.000000	10.000000
10.000000	1.000000	2.000000	9.000000	1.000000
10.000000	1.000000	2.000000	9.000000	2.000000
10.000000	1.000000	2.000000	9.000000	3.000000
10.000000	1.000000	2.000000	9.000000	4.000000
10.000000	1.000000	2.000000	9.000000	5.000000
10.000000	1.000000	2.000000	9.000000	6.000000
10.000000	1.000000	2.000000	9.000000	7.000000
10.000000	1.000000	2.000000	9.000000	8.000000
10.000000	1.000000	2.000000	9.000000	9.000000
10.000000	1.000000	2.000000	9.000000	10.000000
10.000000	1.000000	2.000000	10.000000	1.000000
10.000000	1.000000	2.000000	10.000000	2.000000
10.000000	1.000000	2.000000	10.000000	3.000000
10.000000	1.000000	2.000000	10.000000	4.000000
10.000000	1.000000	2.000000	10.000000	5.000000
10.000000	1.000000	2.000000	10.000000	6.000000
10.000000	1.000000	2.000000	10.000000	7.000000
10.000000	1.000000	2.000000	10.000000	8.000000
10.000000	1.000000	2.000000	10.000000	9.000000
10.000000	1.000000	2.000000	10.000000	10.000000
7.700000	1.000000	3.000000	2.000000	9.000000
10.000000	1.000000	3.000000	3.000000	2.000000
10.000000	1.000000	3.000000	3.000000	3.000000
10.000000	1.000000	3.000000	3.000000	4.000000
9.255000	1.000000	3.000000	3.000000	5.000000
8.765000	1.000000	3.000000	3.000000	6.000000
8.945000	1.000000	3.000000	3.000000	7.000000
9.260000	1.000000	3.000000	3.000000	8.000000
8.360000	1.000000	3.000000	3.000000	9.000000
8.595000	1.000000	3.000000	3.000000	10.000000
10.000000	1.000000	3.000000	4.000000	2.000000
10.000000	1.000000	3.000000	4.000000	3.000000
10.000000	1.000000	3.000000	4.000000	4.000000
10.000000	1.000000	3.000000	4.000000	5.000000
10.000000	1.000000	3.000000	4.000000	6.000000
